Concurrent Experiment Results (Throughput MT/s):
Threads,HashBits,Throughput
32,18,59.10
Concurrent Experiment Results (Throughput MT/s):
Threads,HashBits,Throughput
1,1,13.61
1,2,14.64
1,3,14.87
1,4,14.20
1,5,16.75
1,6,15.63
1,7,15.89
1,8,13.86
1,9,15.86
1,10,13.74
1,11,15.29
1,12,12.84
1,13,14.07
1,14,10.90
1,15,10.96
1,16,9.30
1,17,9.62
1,18,7.89
2,1,4.60
2,2,4.97
2,3,7.67
2,4,6.94
2,5,9.31
2,6,8.64
2,7,13.58
2,8,11.31
2,9,17.00
2,10,17.99
2,11,18.61
2,12,18.76
2,13,18.47
2,14,18.31
2,15,17.92
2,16,17.53
2,17,17.08
2,18,14.36
4,1,5.34
4,2,5.34
4,3,5.79
4,4,6.49
4,5,7.54
4,6,9.59
4,7,12.60
4,8,15.78
4,9,19.12
4,10,22.21
4,11,24.99
4,12,27.01
4,13,26.99
4,14,26.88
4,15,25.89
4,16,24.77
4,17,22.55
4,18,20.37
8,1,3.95
8,2,4.48
8,3,4.46
8,4,5.56
8,5,7.20
8,6,10.01
8,7,14.60
8,8,20.18
8,9,28.12
8,10,35.54
8,11,44.06
8,12,50.66
8,13,50.27
8,14,52.37
8,15,45.62
8,16,44.76
8,17,35.30
8,18,37.13
16,1,3.23
16,2,3.99
16,3,4.46
16,4,6.06
16,5,9.88
16,6,13.73
16,7,20.06
16,8,26.99
16,9,41.75
16,10,56.03
16,11,69.18
16,12,75.75
16,13,80.33
16,14,78.06
16,15,73.59
16,16,63.84
16,17,44.11
16,18,56.60
32,1,2.52
32,2,3.16
32,3,3.80
32,4,5.68
32,5,8.57
32,6,13.00
32,7,20.90
32,8,30.02
32,9,44.73
32,10,61.79
32,11,82.38
32,12,94.41
32,13,97.55
32,14,98.12
32,15,90.26
32,16,67.44
32,17,45.94
32,18,53.95
Concurrent Experiment Results (Throughput MT/s):
Threads,HashBits,Throughput
1,1,13.67
1,2,14.61
1,3,14.77
1,4,11.09
1,5,16.65
1,6,15.53
1,7,15.54
1,8,15.52
1,9,15.50
1,10,15.42
1,11,15.02
1,12,13.05
1,13,12.65
1,14,12.88
1,15,11.54
1,16,10.01
1,17,5.32
1,18,4.49
2,1,7.45
2,2,6.73
2,3,7.76
2,4,8.58
2,5,9.30
2,6,11.51
2,7,13.65
2,8,15.63
2,9,17.15
2,10,18.29
2,11,18.86
2,12,18.99
2,13,18.92
2,14,18.69
2,15,18.42
2,16,18.04
2,17,17.45
2,18,14.77
4,1,5.43
4,2,5.88
4,3,5.14
4,4,5.71
4,5,7.47
4,6,9.36
4,7,12.45
4,8,15.51
4,9,18.96
4,10,22.12
4,11,25.35
4,12,28.18
4,13,26.99
4,14,26.41
4,15,25.95
4,16,24.99
4,17,23.17
4,18,19.84
8,1,3.63
8,2,4.14
8,3,4.33
8,4,5.28
8,5,7.29
8,6,9.71
8,7,14.68
8,8,20.14
8,9,27.49
8,10,36.34
8,11,44.62
8,12,50.69
8,13,52.25
8,14,48.20
8,15,48.34
8,16,43.63
8,17,35.97
8,18,37.31
16,1,3.15
16,2,3.80
16,3,4.80
16,4,6.18
16,5,8.24
16,6,13.78
16,7,20.44
16,8,30.77
16,9,42.37
16,10,57.04
16,11,61.12
16,12,77.10
16,13,80.40
16,14,76.14
16,15,70.66
16,16,59.22
16,17,47.40
16,18,57.49
32,1,2.45
32,2,3.14
32,3,3.78
32,4,5.70
32,5,8.44
32,6,13.10
32,7,20.23
32,8,29.68
32,9,44.15
32,10,60.25
32,11,81.39
32,12,92.77
32,13,96.52
32,14,99.51
32,15,91.58
32,16,69.58
32,17,48.41
32,18,56.89
