Concurrent Experiment Results (Throughput MT/s):
Threads,HashBits,Throughput
4,4,5.46
4,5,6.35
4,6,8.27
4,7,11.32
4,8,14.61
4,9,17.96
4,10,20.72
4,11,23.07
4,12,24.13
4,13,24.32
4,14,24.29
4,15,23.86
4,16,22.91
4,17,21.44
4,18,18.67
8,1,3.45
8,2,3.74
8,3,4.31
8,4,5.30
8,5,6.79
8,6,9.44
8,7,13.93
8,8,18.90
8,9,25.46
8,10,32.15
8,11,39.29
8,12,44.13
8,13,45.24
8,14,45.64
8,15,44.67
8,16,42.47
8,17,37.94
8,18,35.69
16,1,2.92
16,2,3.28
16,3,3.95
16,4,5.38
16,5,7.43
16,6,10.51
16,7,16.16
16,8,22.61
16,9,32.98
16,10,45.68
16,11,63.34
16,12,78.28
16,13,83.47
16,14,84.01
16,15,79.79
16,16,67.56
16,17,50.49
16,18,55.85
32,1,2.48
32,2,2.87
32,3,3.77
32,4,5.67
32,5,8.39
32,6,13.10
32,7,21.22
32,8,30.95
32,9,47.64
32,10,64.82
32,11,87.96
32,12,103.11
32,13,109.70
32,14,108.88
32,15,96.73
32,16,72.88
32,17,50.60
32,18,57.96
Concurrent Experiment Results (Throughput MT/s):
Threads,HashBits,Throughput
1,1,13.43
1,2,14.44
1,3,14.54
1,4,14.06
1,5,16.35
1,6,15.68
1,7,15.71
1,8,15.73
1,9,15.70
1,10,15.57
1,11,15.09
1,12,14.52
1,13,14.09
1,14,13.18
1,15,11.94
1,16,10.89
1,17,10.03
1,18,7.96
2,1,4.63
2,2,4.89
2,3,4.82
2,4,4.97
2,5,5.74
2,6,7.53
2,7,9.41
2,8,11.15
2,9,12.38
2,10,13.18
2,11,13.62
2,12,13.64
2,13,13.63
2,14,13.38
2,15,12.84
2,16,12.13
2,17,11.29
2,18,9.74
4,1,4.62
4,2,4.71
4,3,4.88
4,4,5.55
4,5,6.52
4,6,8.52
4,7,11.51
4,8,14.70
4,9,18.04
4,10,20.76
4,11,23.08
4,12,24.20
4,13,24.41
4,14,24.31
4,15,23.93
4,16,22.92
4,17,21.38
4,18,18.71
8,1,3.50
8,2,3.74
8,3,4.39
8,4,5.44
8,5,6.99
8,6,9.71
8,7,13.98
8,8,19.09
8,9,25.60
8,10,32.26
8,11,39.40
8,12,44.21
8,13,45.38
8,14,45.59
8,15,44.66
8,16,42.43
8,17,37.71
8,18,35.77
16,1,2.96
16,2,3.34
16,3,4.02
16,4,5.54
16,5,7.71
16,6,10.84
16,7,16.33
16,8,22.95
16,9,33.21
16,10,46.04
16,11,63.48
16,12,78.36
16,13,83.22
16,14,83.82
16,15,79.70
16,16,67.03
16,17,49.63
16,18,55.08
32,1,2.54
32,2,2.93
32,3,3.83
32,4,5.81
32,5,8.47
32,6,12.91
32,7,21.15
32,8,30.98
32,9,45.81
32,10,63.44
32,11,83.65
32,12,104.81
32,13,110.94
32,14,110.15
32,15,99.36
32,16,75.60
32,17,52.98
32,18,62.43
Concurrent Experiment Results (Throughput MT/s):
Threads,HashBits,Throughput
1,1,13.52
1,2,14.53
1,3,14.62
1,4,14.08
1,5,16.27
1,6,15.63
1,7,15.70
1,8,15.72
1,9,15.76
1,10,15.65
1,11,15.22
1,12,14.56
1,13,14.08
1,14,13.15
1,15,11.84
1,16,10.86
1,17,10.02
1,18,7.99
2,1,4.75
2,2,5.00
2,3,4.84
2,4,4.94
2,5,5.43
2,6,6.65
2,7,8.25
2,8,9.68
2,9,11.51
2,10,12.68
2,11,13.40
2,12,13.56
2,13,13.59
2,14,13.38
2,15,12.84
2,16,12.13
2,17,11.29
2,18,9.72
4,1,4.77
4,2,4.91
4,3,4.95
4,4,5.65
4,5,6.63
4,6,8.69
4,7,11.67
4,8,14.88
4,9,18.12
4,10,20.84
4,11,23.10
4,12,24.16
4,13,24.36
4,14,24.31
4,15,23.86
4,16,22.69
4,17,20.98
4,18,18.68
8,1,3.65
8,2,3.95
8,3,4.33
8,4,5.47
8,5,7.03
8,6,9.65
8,7,13.89
8,8,18.98
8,9,25.42
8,10,32.09
8,11,39.18
8,12,43.99
8,13,44.98
8,14,45.05
8,15,43.21
8,16,39.09
8,17,32.25
8,18,33.50
16,1,2.99
16,2,3.17
16,3,4.12
16,4,5.54
16,5,7.69
16,6,10.78
16,7,16.13
16,8,22.81
16,9,32.99
16,10,45.74
16,11,63.42
16,12,78.58
16,13,83.66
16,14,83.66
16,15,79.31
16,16,66.39
16,17,49.23
16,18,57.63
32,1,2.44
32,2,2.92
32,3,3.85
32,4,5.82
32,5,8.60
32,6,13.28
32,7,21.13
32,8,30.93
32,9,45.83
32,10,63.43
32,11,87.89
32,12,104.16
32,13,110.98
32,14,109.53
32,15,97.07
32,16,75.85
32,17,52.80
32,18,61.17
