Independent Experiment Results (Throughput MT/s):
Threads,HashBits,Throughput
16,4,157.00
16,5,238.89
16,6,213.01
16,7,317.98
16,8,245.83
16,9,355.00
16,10,227.31
16,11,188.69
16,12,143.47
16,13,92.42
16,14,52.04
16,15,37.82
16,16,22.90
16,17,13.54
16,18,18.31
32,1,126.44
32,2,152.94
32,3,179.65
32,4,279.26
32,5,262.02
32,6,274.74
32,7,415.50
32,8,334.87
32,9,410.13
32,10,193.80
32,11,177.45
32,12,58.56
32,13,28.86
32,14,34.42
32,15,16.10
32,16,20.99
32,17,13.46
32,18,12.27
Independent Experiment Results (Throughput MT/s):
Threads,HashBits,Throughput
1,1,34.17
1,2,45.81
1,3,54.97
1,4,61.32
1,5,67.60
1,6,61.18
1,7,63.34
1,8,61.38
1,9,62.70
1,10,59.94
1,11,49.66
1,12,41.09
1,13,36.86
1,14,33.04
1,15,27.96
1,16,24.08
1,17,19.26
1,18,12.90
2,1,51.41
2,2,48.08
2,3,57.00
2,4,61.17
2,5,74.97
2,6,75.37
2,7,100.67
2,8,90.67
2,9,95.23
2,10,95.86
2,11,82.00
2,12,74.38
2,13,65.21
2,14,52.49
2,15,30.49
2,16,33.64
2,17,26.84
2,18,22.89
4,1,73.14
4,2,62.18
4,3,59.36
4,4,80.28
4,5,119.96
4,6,140.39
4,7,143.24
4,8,130.26
4,9,161.04
4,10,174.43
4,11,150.13
4,12,118.73
4,13,101.16
4,14,77.44
4,15,59.19
4,16,40.36
4,17,28.74
4,18,29.38
8,1,97.58
8,2,80.95
8,3,72.33
8,4,137.00
8,5,175.76
8,6,189.28
8,7,190.14
8,8,191.99
8,9,255.73
8,10,243.62
8,11,218.74
8,12,168.49
8,13,118.38
8,14,64.76
8,15,39.78
8,16,26.90
8,17,21.98
8,18,26.92
16,1,101.60
16,2,109.75
16,3,129.24
16,4,198.14
16,5,250.92
16,6,230.92
16,7,268.79
16,8,360.67
16,9,286.47
16,10,249.44
16,11,198.41
16,12,135.40
16,13,74.90
16,14,50.02
16,15,31.52
16,16,21.96
16,17,16.74
16,18,19.35
32,1,127.70
32,2,142.19
32,3,165.37
32,4,224.30
32,5,251.52
32,6,383.41
32,7,334.69
32,8,342.63
32,9,400.08
32,10,182.14
32,11,171.37
32,12,50.84
32,13,25.28
32,14,32.25
32,15,23.87
32,16,11.67
32,17,10.54
32,18,18.83
Independent Experiment Results (Throughput MT/s):
Threads,HashBits,Throughput
1,1,34.32
1,2,45.02
1,3,54.32
1,4,61.57
1,5,64.16
1,6,60.43
1,7,59.33
1,8,60.32
1,9,59.92
1,10,58.83
1,11,46.74
1,12,39.72
1,13,32.47
1,14,30.28
1,15,26.45
1,16,23.02
1,17,12.84
1,18,10.12
2,1,50.96
2,2,50.34
2,3,56.00
2,4,59.64
2,5,74.85
2,6,86.35
2,7,94.78
2,8,99.81
2,9,107.75
2,10,101.86
2,11,86.42
2,12,73.03
2,13,64.67
2,14,52.76
2,15,44.15
2,16,37.45
2,17,29.46
2,18,21.88
4,1,72.93
4,2,59.78
4,3,58.80
4,4,66.07
4,5,122.30
4,6,117.37
4,7,135.79
4,8,157.14
4,9,170.78
4,10,161.98
4,11,146.11
4,12,126.59
4,13,105.91
4,14,82.53
4,15,65.87
4,16,50.31
4,17,30.46
4,18,28.73
8,1,95.73
8,2,79.11
8,3,89.27
8,4,130.89
8,5,149.54
8,6,162.11
8,7,193.04
8,8,235.64
8,9,234.96
8,10,241.53
8,11,196.63
8,12,177.23
8,13,131.53
8,14,78.91
8,15,51.31
8,16,32.95
8,17,22.07
8,18,25.16
16,1,103.06
16,2,102.52
16,3,124.80
16,4,192.52
16,5,199.03
16,6,263.30
16,7,248.65
16,8,258.27
16,9,270.72
16,10,282.20
16,11,211.80
16,12,121.58
16,13,76.32
16,14,56.24
16,15,31.78
16,16,22.04
16,17,15.10
16,18,22.82
32,1,133.29
32,2,143.87
32,3,163.16
32,4,239.98
32,5,282.98
32,6,358.58
32,7,336.14
32,8,309.66
32,9,330.53
32,10,310.58
32,11,174.21
32,12,52.55
32,13,40.83
32,14,31.54
32,15,25.29
32,16,16.20
32,17,10.47
32,18,20.64
Independent Experiment Results (Throughput MT/s):
Threads,HashBits,Throughput
1,1,34.25
1,2,46.00
1,3,54.22
1,4,63.77
1,5,64.63
1,6,56.66
1,7,54.11
1,8,59.72
1,9,60.44
1,10,58.77
1,11,47.81
1,12,39.16
1,13,34.56
1,14,31.15
1,15,25.82
1,16,22.94
1,17,18.65
1,18,11.88
2,1,52.39
2,2,49.30
2,3,54.63
2,4,45.98
2,5,75.92
2,6,86.84
2,7,94.02
2,8,95.34
2,9,100.40
2,10,99.36
2,11,81.23
2,12,72.17
2,13,63.04
2,14,49.99
2,15,43.08
2,16,32.98
2,17,28.15
2,18,21.84
4,1,72.71
4,2,59.27
4,3,48.32
4,4,68.03
4,5,103.29
4,6,139.62
4,7,146.27
4,8,155.07
4,9,170.92
4,10,164.53
4,11,129.34
4,12,125.31
4,13,104.60
4,14,79.78
4,15,61.29
4,16,43.28
4,17,32.19
4,18,32.36
8,1,105.21
8,2,72.82
8,3,88.01
8,4,111.51
8,5,176.93
8,6,182.69
8,7,181.46
8,8,216.28
8,9,206.90
8,10,221.09
8,11,181.84
8,12,173.74
8,13,134.39
8,14,73.71
8,15,43.60
8,16,31.79
8,17,22.71
8,18,28.06
16,1,113.21
16,2,102.13
16,3,133.07
16,4,157.91
16,5,206.67
16,6,286.74
16,7,324.02
16,8,346.45
16,9,306.16
16,10,258.27
16,11,191.66
16,12,114.80
16,13,85.69
16,14,51.67
16,15,32.43
16,16,23.01
16,17,16.27
16,18,20.95
32,1,133.32
32,2,138.86
32,3,161.04
32,4,208.70
32,5,243.39
32,6,395.08
32,7,370.18
32,8,418.34
32,9,341.11
32,10,191.08
32,11,174.13
32,12,96.58
32,13,63.03
32,14,21.15
32,15,27.77
32,16,14.53
32,17,14.53
32,18,16.86
