Concurrent Experiment Results (Throughput MT/s):
Threads,HashBits,Throughput
32,4,5.75
32,5,8.40
32,6,13.21
32,7,20.49
32,8,29.96
32,9,44.43
32,10,59.98
32,11,81.36
32,12,95.56
32,13,102.95
32,14,101.91
32,15,88.91
32,16,65.66
32,17,45.09
32,18,52.63
