Independent Experiment Results (Throughput MT/s):
Threads,HashBits,Throughput
2,11,84.25
2,12,68.50
2,13,66.18
2,14,59.82
2,15,49.55
2,16,44.12
2,17,35.97
2,18,26.39
4,1,66.65
4,2,56.86
4,3,46.61
4,4,62.53
4,5,91.20
4,6,107.07
4,7,138.90
4,8,155.63
4,9,138.01
4,10,165.64
4,11,147.64
4,12,125.40
4,13,113.53
4,14,96.86
4,15,81.17
4,16,64.81
4,17,48.14
4,18,41.81
8,1,93.72
8,2,73.99
8,3,70.32
8,4,102.09
8,5,131.29
8,6,177.56
8,7,189.19
8,8,246.03
8,9,217.03
8,10,222.33
8,11,175.15
8,12,166.24
8,13,142.82
8,14,115.67
8,15,74.14
8,16,48.32
8,17,34.18
8,18,43.61
16,1,108.62
16,2,109.62
16,3,121.44
16,4,150.37
16,5,209.40
16,6,256.70
16,7,323.13
16,8,319.79
16,9,322.05
16,10,235.01
16,11,221.75
16,12,208.06
16,13,138.82
16,14,72.53
16,15,47.28
16,16,32.25
16,17,23.81
16,18,41.52
32,1,130.32
32,2,149.83
32,3,157.73
32,4,210.80
32,5,275.52
32,6,386.47
32,7,438.51
32,8,390.95
32,9,389.29
32,10,347.62
32,11,255.10
32,12,159.67
32,13,76.00
32,14,49.07
32,15,34.25
32,16,25.12
32,17,20.62
32,18,33.74
Independent Experiment Results (Throughput MT/s):
Threads,HashBits,Throughput
1,1,34.33
1,2,45.36
1,3,54.54
1,4,60.85
1,5,64.15
1,6,60.88
1,7,60.55
1,8,60.96
1,9,63.57
1,10,59.97
1,11,48.92
1,12,40.85
1,13,36.74
1,14,32.76
1,15,27.84
1,16,23.84
1,17,19.17
1,18,12.87
2,1,52.39
2,2,46.92
2,3,42.44
2,4,44.11
2,5,60.25
2,6,73.44
2,7,83.82
2,8,91.60
2,9,96.14
2,10,97.65
2,11,86.77
2,12,72.10
2,13,65.67
2,14,57.78
2,15,48.96
2,16,40.93
2,17,34.13
2,18,26.71
4,1,70.38
4,2,56.48
4,3,47.35
4,4,61.15
4,5,87.58
4,6,111.39
4,7,139.02
4,8,125.14
4,9,164.23
4,10,163.67
4,11,137.46
4,12,122.89
4,13,113.60
4,14,95.50
4,15,79.97
4,16,61.92
4,17,46.28
4,18,42.43
8,1,95.10
8,2,71.12
8,3,69.10
8,4,102.15
8,5,137.35
8,6,177.72
8,7,188.33
8,8,225.31
8,9,231.88
8,10,241.53
8,11,245.17
8,12,173.81
8,13,156.95
8,14,120.71
8,15,75.24
8,16,49.49
8,17,33.42
8,18,44.54
16,1,120.47
16,2,112.50
16,3,115.72
16,4,154.75
16,5,206.33
16,6,245.85
16,7,326.27
16,8,347.52
16,9,318.86
16,10,327.47
16,11,262.99
16,12,237.65
16,13,140.72
16,14,72.17
16,15,42.50
16,16,31.37
16,17,23.23
16,18,40.54
32,1,123.18
32,2,150.47
32,3,155.60
32,4,198.26
32,5,260.82
32,6,369.42
32,7,398.06
32,8,414.99
32,9,409.14
32,10,289.28
32,11,289.05
32,12,181.67
32,13,96.69
32,14,50.79
32,15,35.71
32,16,24.55
32,17,20.44
32,18,33.61
Independent Experiment Results (Throughput MT/s):
Threads,HashBits,Throughput
1,1,34.48
1,2,45.68
1,3,55.06
1,4,60.77
1,5,64.86
1,6,61.34
1,7,39.46
1,8,47.42
1,9,53.10
1,10,56.28
1,11,47.36
1,12,40.34
1,13,36.30
1,14,32.78
1,15,27.97
1,16,23.90
1,17,19.08
1,18,12.90
2,1,52.78
2,2,48.70
2,3,42.37
2,4,45.98
2,5,62.14
2,6,44.10
2,7,74.22
2,8,88.64
2,9,96.01
2,10,97.31
2,11,81.02
2,12,72.30
2,13,65.28
2,14,57.00
2,15,51.03
2,16,43.17
2,17,35.08
2,18,26.47
4,1,68.61
4,2,57.75
4,3,47.27
4,4,61.62
4,5,55.57
4,6,92.05
4,7,136.96
4,8,165.90
4,9,168.46
4,10,138.41
4,11,149.54
4,12,124.47
4,13,112.25
4,14,91.34
4,15,80.93
4,16,62.52
4,17,45.16
4,18,41.61
8,1,95.16
8,2,58.69
8,3,49.04
8,4,96.75
8,5,136.60
8,6,170.55
8,7,189.95
8,8,226.43
8,9,246.91
8,10,279.43
8,11,208.78
8,12,192.96
8,13,166.08
8,14,113.24
8,15,75.79
8,16,49.21
8,17,32.94
8,18,45.33
16,1,125.20
16,2,90.22
16,3,113.41
16,4,157.71
16,5,196.70
16,6,231.51
16,7,281.66
16,8,305.45
16,9,387.88
16,10,304.03
16,11,254.15
16,12,219.21
16,13,157.77
16,14,70.78
16,15,47.69
16,16,31.41
16,17,23.05
16,18,40.22
32,1,128.13
32,2,152.83
32,3,161.63
32,4,234.65
32,5,289.43
32,6,413.75
32,7,409.17
32,8,403.77
32,9,400.19
32,10,343.75
32,11,260.80
32,12,138.39
32,13,92.41
32,14,51.73
32,15,33.50
32,16,24.52
32,17,20.48
32,18,34.45
Independent Experiment Results (Throughput MT/s):
Threads,HashBits,Throughput
1,1,34.45
1,2,46.48
1,3,54.57
1,4,62.75
1,5,64.24
1,6,62.61
1,7,60.92
1,8,62.78
1,9,61.37
1,10,61.41
1,11,48.89
1,12,41.40
1,13,36.69
1,14,33.02
1,15,27.80
1,16,23.79
1,17,19.52
1,18,12.81
2,1,53.05
2,2,48.31
2,3,43.49
2,4,43.27
2,5,60.26
2,6,73.32
2,7,84.46
2,8,91.70
2,9,96.32
2,10,96.98
2,11,83.12
2,12,72.56
2,13,65.84
2,14,58.71
2,15,50.88
2,16,44.59
2,17,36.32
2,18,26.16
4,1,64.81
4,2,57.16
4,3,48.05
4,4,60.84
4,5,89.02
4,6,114.13
4,7,143.10
4,8,166.25
4,9,163.39
4,10,161.92
4,11,147.06
4,12,124.99
4,13,114.10
4,14,95.93
4,15,77.26
4,16,64.30
4,17,48.20
4,18,42.69
8,1,99.81
8,2,69.81
8,3,69.16
8,4,94.40
8,5,135.68
8,6,179.35
8,7,195.39
8,8,215.83
8,9,186.97
8,10,282.28
8,11,247.59
8,12,174.96
8,13,161.56
8,14,116.77
8,15,73.77
8,16,48.99
8,17,34.50
8,18,43.60
16,1,117.93
16,2,104.41
16,3,121.41
16,4,145.82
16,5,202.93
16,6,228.04
16,7,259.78
16,8,323.42
16,9,269.00
16,10,272.34
16,11,262.54
16,12,232.57
16,13,144.83
16,14,90.48
16,15,44.70
16,16,31.92
16,17,23.75
16,18,38.89
32,1,132.65
32,2,145.52
32,3,166.77
32,4,208.49
32,5,262.81
32,6,370.19
32,7,401.13
32,8,459.20
32,9,438.78
32,10,366.38
32,11,277.00
32,12,150.06
32,13,100.20
32,14,54.29
32,15,36.73
32,16,24.90
32,17,20.02
32,18,34.76
